5.500957003,0
4.970019147,0
0.048692845,0
4.76156605,0
6.074468471,0
4.665335055,0
3.487818054,0
1.040540419,0
1.739974748,0
2.625161631,0
6.504294765,0
2.310640511,0
1.594762587,0
3.568675666,0
6.571289853,0
5.349888053,0
0.818361256,0
1.094056638,0
5.946258877,0
6.257376752,0
1.423350257,0
3.28139374,0
0.384369256,0
4.764172744,0
1.444982133,0
5.601871425,0
1.518245068,0
5.875379782,0
3.938198747,0
2.789420001,0
1.992316778,0
0.15591635,0
2.31802632,0
4.403003023,0
0.098936443,0
3.438003253,0
5.886122383,0
1.111273157,0
6.048750014,0
2.522309967,0
3.885429519,0
3.716255814,0
3.42759478,0
2.145255117,0
6.503210459,0
0.079235501,0
2.324408074,0
4.325316358,0
0.254214624,0
1.378214036,0
1.524559563,0
6.586096994,0
2.46158665,0
0.475960821,0
0.750353681,0
5.95665369,0
0.859491739,0
3.158687206,0
4.586484347,0
2.23787288,0
2.145950241,0
1.247676282,0
3.084676685,0
1.290780933,0
4.545905812,0
1.471856294,0
6.670013822,0
2.717294718,0
0.228126744,0
4.00235953,0
5.459728017,0
1.981766675,0
6.454503549,0
2.561736433,0
3.646323492,0
2.713470813,0
4.568889569,0
3.270503651,0
3.383628308,0
0.22945956,0
5.727423633,0
1.967292738,0
6.106021194,0
3.072026978,0
3.929685867,0
1.518522733,0
0.813564524,0
3.31160573,0
5.833781898,0
6.104901784,0
6.129635989,0
6.876644875,0
1.001899493,0
0.612685556,0
6.715628375,0
6.453247326,0
4.084902177,0
3.659826028,0
5.718530104,0
3.796053777,0
3.910448176,0
6.706661999,0
0.183401508,0
0.306765442,0
4.458809209,0
1.375957545,0
0.12596288,0
2.428986722,0
0.859445095,0
3.055851218,0
3.841022099,0
6.587367385,0
6.194155864,0
1.037622278,0
2.372905519,0
2.702821106,0
2.246964953,0
1.031244728,0
1.477609514,0
6.697546753,0
3.549646058,0
0.931996962,0
0.80907039,0
1.965072865,0
0.948120114,0
4.676299507,0
6.361071213,0
6.791382847,0
3.041796986,0
2.185500608,0
4.113693882,0
1.851267198,0
2.212489059,0
6.698303778,0
3.795155148,0
6.503939699,0
2.887510793,0
0.00189428,0
2.510572495,0
6.74520338,0
2.895446416,0
5.978742187,0
2.642899151,0
